Identifiant de l'opération;Titre de l'opération;Titre du projet lauréat;Edition;Thématique;Direction pilote de l'opération;Type de financement de l'opération;Adresse de l'opération;Arrondissement de l'opération;Longitude;Latitude;Opération en Quartier Populaire;Quartier de l'opération;Avancement de l'opération;Date de début des études de l'opération;Date de lancement des procédures de l'opération;Date de lancement des travaux de l'opération;Date prévisonnelle de livraison de l'opération;Date d'ouverture de l'opération au public;Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet;geo_shape;geo_point_2d
5301;#Musiquepourtous Paris Anim';#MusiquePourTous;2017;Culture et patrimoine;Direction de la Jeunesse et des Sports;Régie;Quai de l'hôtel de Ville;75004;2.35113;48.85591;oui;117;FIN;2019-03;;;;2020-10;3801;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002793;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3801&portlet_id=158;Direction des Affaires Culturelles;3500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;FIN;2017-11;2018-06;2018-10;2019-10;2020-10;;"{""coordinates"": [2.351130000285918, 48.855910000084194], ""type"": ""Point""}";48.855910000084194, 2.351130000285918
5376;Des espaces ludiques dans toutes les écoles du XXème;"Des ""mallettes de jeux "" dans les écoles du XXème";2016;Education et jeunesse;Direction des Affaires Scolaires;;Place Gambetta;75020;2.39882;48.8649;oui;55;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;2910;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002830;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2910&portlet_id=158;Direction des Affaires Scolaires;70000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;;"{""coordinates"": [2.3988200006181692, 48.86490000017504], ""type"": ""Point""}";48.86490000017504, 2.3988200006181692
5410;Des espaces ludiques dans toutes les écoles du XXème;"Des ""mallettes de jeux "" dans les écoles du XXème";2016;Education et jeunesse;Direction des Affaires Scolaires;;Place Gambetta;75020;2.39882;48.8649;non;55;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;2910;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002830;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2910&portlet_id=158;Direction des Affaires Scolaires;70000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;;"{""coordinates"": [2.3988200006181692, 48.86490000017504], ""type"": ""Point""}";48.86490000017504, 2.3988200006181692
5418;Des espaces ludiques dans toutes les écoles du XXème;"Des ""mallettes de jeux "" dans les écoles du XXème";2016;Education et jeunesse;Direction des Affaires Scolaires;;Place Gambetta;75020;2.39882;48.8649;non;55;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;2910;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002830;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2910&portlet_id=158;Direction des Affaires Scolaires;70000;Budget participatif d’arrondissement;6 Place Gambetta;75020;Non;FIN;2017-01;2017-08;2018-01;2019-06;2019-06;;"{""coordinates"": [2.3988200006181692, 48.86490000017504], ""type"": ""Point""}";48.86490000017504, 2.3988200006181692
5454;Equiper les écoles du 14ème-EP de l'Ouest;Equiper les écoles du 14ème en tableaux noirs numériques;2017;Education et jeunesse;Direction des Affaires Scolaires;;69, Rue de l'ouest;75014;2.31861;48.83566;non;95;FIN;2018-02;2018-04;2018-07;2020-03;2020-03;3356;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002474;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3356&portlet_id=158;Direction des Affaires Scolaires;400000;Budget participatif d’arrondissement;2 Place Ferdinand Brunot;75014;Non;FIN;2018-02;2018-04;2018-07;2019-12;2020-10;;"{""coordinates"": [2.318609999915724, 48.83565999977391], ""type"": ""Point""}";48.83565999977391, 2.318609999915724
5508;La Boîte à Jouer-option jeux d'exterieurs A;Des boîtes à jouer et des ludothèques dans les écoles des quartiers populaires;2016;Education et jeunesse;Direction des Affaires Scolaires;;7, Rue Barbanègre;75019;2.38286;48.89214;oui;103;FIN;2017-01;2017-08;2018-01;2020-02;2020-02;2699;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002878;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2699&portlet_id=158;Direction des Affaires Scolaires;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;FIN;2017-01;2017-08;2018-01;2019-06;2020-10;;"{""coordinates"": [2.3828600006651475, 48.89214000043303], ""type"": ""Point""}";48.89214000043303, 2.3828600006651475
5558;Des tables de tri des déchets dans les cantines scolaires;Des tables de tri des déchets dans les cantines scolaires;2018;Education et jeunesse;Direction des Affaires Scolaires;;109, Avenue Parmentier;75011;2.372614;48.8676257;non;112;FIN;2019-03;;;2020-07;2020-07;6360;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001453;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6360&portlet_id=158;Direction des Affaires Scolaires;50000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Non;FIN;2019-03;;;2020-02;2020-07;;"{""coordinates"": [2.3726140006825074, 48.86762569990886], ""type"": ""Point""}";48.86762569990886, 2.3726140006825074
5566;+ de nature en ville / 14 - Aménagement d'un pollinarium;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;Esplanade de la Libération;75004;2.44163;48.8388;non;117;FIN;2019-04;;2019-10;2023-01;2023-04;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.4416299997736717, 48.8388000002316], ""type"": ""Point""}";48.8388000002316, 2.4416299997736717
5578;Des chaussées rénovées ! - Boulevard de l'Hôpital;Des chaussées rénovées !;2018;Cadre de vie;Direction de la Voirie et des Déplacements;;149, Boulevard de l'hôpital;75013;2.35759;48.83419;non;122;FIN;2019-04;;2019-09;2019-10;2019-10;6333;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002158;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6333&portlet_id=158;Direction de la Voirie et des Déplacements;1955000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2019-04;;2019-05;2019-05;2021-06;;"{""coordinates"": [2.357590000304562, 48.83418999969495], ""type"": ""Point""}";48.83418999969495, 2.357590000304562
5592;Pour une meilleure cohabitation piétons/automobilistes. Entrée de l'Avenue d'Ivry en provenance du boulevard Masséna.;Une meilleure cohabitation piétons / automobilistes;2018;Prévention et sécurité;Direction de la Voirie et des Déplacements;;Avenue d'ivry;75013;2.36171001;48.8253;oui;88;FIN;2019-04;;2019-11;2020-12;2020-10;6326;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002151;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6326&portlet_id=158;Direction de la Voirie et des Déplacements;189000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;FIN;2019-04;;2019-11;2020-01;2021-11;;"{""coordinates"": [2.361710005993796, 48.82530000354973], ""type"": ""Point""}";48.82530000354973, 2.361710005993796
5658;Composteur Jules Verne 11ème;Trier ses déchets au plus près;2014;Propreté;;;19, Rue de l'orillon;75011;2.37512;48.86988;oui;29;FIN;2016-05;;;;2019-05;2209;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2209&portlet_id=158;Direction de la Propreté et de l’Eau;1000000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2015-01;2015-01;2015-08;2015-07;2019-09;;"{""coordinates"": [2.3751199993580765, 48.86987999981858], ""type"": ""Point""}";48.86987999981858, 2.3751199993580765
5662;Cendriers sondage;#VillePlusPropre;2017;Propreté;;;1, Rue Charles-François Dupuis;75003;2.36283;48.86518;non;204;FIN;2019-05;;;;2019-05;3780;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002718;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3780&portlet_id=158;Direction de la Propreté et de l’Eau;3000000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2018-09;2018-10;2018-10;2022-01;;"{""coordinates"": [2.3628299994443194, 48.86517999996466], ""type"": ""Point""}";48.86517999996466, 2.3628299994443194
5674;Cendriers sondage;#VillePlusPropre;2017;Propreté;;;Rue des Dames;75017;2.32077001;48.88365998;non;26;FIN;2019-05;;;;2019-05;3780;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002718;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3780&portlet_id=158;Direction de la Propreté et de l’Eau;3000000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2018-09;2018-10;2018-10;2022-01;;"{""coordinates"": [2.3207700085389575, 48.883659983893374], ""type"": ""Point""}";48.883659983893374, 2.3207700085389575
5675;Cendriers sondage;#VillePlusPropre;2017;Propreté;;;Rue du Poteau;75018;2.342835;48.893315;non;41;FIN;2019-05;;;;2019-05;3780;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002718;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3780&portlet_id=158;Direction de la Propreté et de l’Eau;3000000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2018-09;2018-10;2018-10;2022-01;;"{""coordinates"": [2.3428350007009993, 48.89331500002542], ""type"": ""Point""}";48.89331500002542, 2.3428350007009993
5700;Cultiver dans la crèche l'Epée des Bois;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;5, Rue de l'épée-de-Bois;75005;2.3512;48.84154;non;63;FIN;2017-01;2018-01;2018-01;2019-01;2018-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.35120000055469, 48.841540000087065], ""type"": ""Point""}";48.841540000087065, 2.35120000055469
5720;Cultiver dans la crèche Tour d'auvergne;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;18, Rue de la Tour d'Auvergne;75009;2.34419452;48.87906492;non;180;FIN;2017-01;2018-01;2018-01;2019-01;2019-02;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3441945247677496, 48.879064920779], ""type"": ""Point""}";48.879064920779, 2.3441945247677496
5740;Cultiver dans la crèche Charenton;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;295, Rue de Charenton;75012;2.39417;48.83429;non;202;FIN;2017-01;2018-01;2018-01;2019-01;2019-02;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3941700004671094, 48.83428999970656], ""type"": ""Point""}";48.83428999970656, 2.3941700004671094
5758;Cultiver dans la crèche Dunois;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;31, Rue Dunois;75013;2.36917;48.83102;non;189;FIN;2017-01;2018-01;2018-01;2019-01;2019-03;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3691700000934834, 48.83101999986997], ""type"": ""Point""}";48.83101999986997, 2.3691700000934834
5761;Cultiver au jardin Italie;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;170, Avenue d'italie;75013;2.35855;48.8211;non;187;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3585499999693655, 48.821099999888624], ""type"": ""Point""}";48.821099999888624, 2.3585499999693655
5764;Cultiver dans la crèche Léon Bollée;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;21, Avenue Léon Bollée;75013;2.36257;48.81782;oui;187;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3625699995067673, 48.81782000039733], ""type"": ""Point""}";48.81782000039733, 2.3625699995067673
5773;Cultiver à la halte-garderie Porte de Vanves / Maurice Nogues;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;3, Avenue de la Porte de Vanves;75014;2.30486;48.82646;oui;45;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.304859999905373, 48.82645999981334], ""type"": ""Point""}";48.82645999981334, 2.304859999905373
5782;Cultiver dans la crèche Morillons;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;44, Rue des Morillons;75015;2.30267502;48.83212315;non;56;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.302675021358235, 48.832123148394714], ""type"": ""Point""}";48.832123148394714, 2.302675021358235
5784;Cultiver dans la crèche Convention;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;141, Rue de la Convention;75015;2.29107;48.83977;non;116;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.2910700006456395, 48.83977000011839], ""type"": ""Point""}";48.83977000011839, 2.2910700006456395
5805;Cultiver dans la crèche Kosma;+ de nature en ville;2016;Environnement;Direction des Espaces Verts et de l’Environnement;Régie;8, Rue Joseph Kosma;75019;2.38627;48.88961;non;75;FIN;2017-01;2018-01;2018-01;2019-01;2019-01;2855;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003688;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2855&portlet_id=158;Direction des Espaces Verts et de l’Environnement;4500000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Non;FIN;2017-01;2017-02;2017-11;2018-01;2025-03;;"{""coordinates"": [2.3862699994124035, 48.88961000017092], ""type"": ""Point""}";48.88961000017092, 2.3862699994124035
5839;Saveurs en partage;Agir en faveur de la vitalité associative des quartiers populaires !;2016;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;;38, Boulevard Mortier;75020;2.40915;48.86671;oui;55;FIN;2019-07;;;2020-07;2020-06;2949;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003698;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2949&portlet_id=158;Direction de la Démocratie, des Citoyens et des Territoires;3500000;Budget participatif parisien;Place de l'Hôtel de Ville;75004;Oui;FIN;2016-06;2016-06;2017-07;2017-07;2024-01;;"{""coordinates"": [2.4091500003855475, 48.86671000013585], ""type"": ""Point""}";48.86671000013585, 2.4091500003855475
5848;;Des cheminements piétons sécurisés et accessibles;2018;Cadre de vie;Direction de la Voirie et des Déplacements;;Rue Georges et Maï Politzer;75012;2.39229;48.84181766;non;186;FIN;2019-07;2019-07;2019-08;2019-10;2019-10;6285;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=002126;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6285&portlet_id=158;Direction de la Voirie et des Déplacements;590000;Budget participatif d’arrondissement;place de la Bastille;75012;Non;FIN;2018-12;2019-07;2019-07;2019-10;2020-09;;"{""coordinates"": [2.392290000313291, 48.84181766360135], ""type"": ""Point""}";48.84181766360135, 2.392290000313291
5868;Emmaüs Défi;#AlimentationPourTous;2017;Solidarités;Direction de l’Attractivité et de l’Emploi;Subvention;6, Rue Archereau;75019;2.37191;48.88953;oui;53;FIN;2019-07;;2019-08;2020-12;2020-12;3782;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002720;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3782&portlet_id=158;Direction des Solidarités;1500000;Budget participatif parisien;Place de l' Hôtel de Ville - Esplanade de la Libération;75004;Oui;FIN;2019-05;2019-07;2019-07;2019-09;2025-05;;"{""coordinates"": [2.371909999651035, 48.8895300003392], ""type"": ""Point""}";48.8895300003392, 2.371909999651035
